Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,market_cap
532429,Sterlite Industries (India) Ltd,STEBBPH,STEBBPH,Delisted,B ,5.0,-, ,Equity,-,-,-,-,
532430,BF Utilities Ltd.,BFUTILITIE,BF UTILITIES LTD.-$,Active,B ,5.0,INE243D01012,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",37667628
532431,"Bombay Dyeing & Mfg. Co. Ltd.,",BDMBBPH,BDMBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532432,United Spirits Limited,UNITDSPR,UNITED SPIRITS LTD.,Active,A ,2.0,INE854D01024,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,727350853
532433,"Britannia Industries Ltd.,",BRTPHBB,BRTPHBB,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532434,Bhagyanagar India Limited,BHMBBPH,BHMBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532435,Sanmit Infra Limited,SANINFRA,Sanmit Infra Limited,Active,T ,1.0,INE799C01031,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,158007500
532436,Kesoram Industries Ltd,KEIBBPH,KEIBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532437,OCL India Ltd,OCIBBPH,OCIBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532438,"John Fowler (India) Ltd.,",JOFBBPH,JOFBBPH,Delisted,Z ,10.0,-, ,Equity,-,-,-,-,
532439,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,A ,4.0,INE260D01016,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,82080737
532440,MPS Limited,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,E-Learning,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,17105816
532441,Rainbow Denim Ltd.,RAINBOWDQ,RAINBOW DENIM LTD.,Suspended,Z ,10.0,INE820D01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,13283743
532442,MW Unitexx Limited,MWTEXX,MW UNITEXX LTD.,Delisted,Z ,10.0,INE578D01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,13076100
532443,Cera Sanitaryware Ltd.,CERA,CERA SANITARYWARE LTD.,Active,A ,5.0,INE739E01017,Sanitary Ware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware,13005874
532444,T. Spiritual World Ltd.,TSPIRITUAL,T.SPIRITUAL WORLD LTD.,Active,XT,10.0,INE541C01037,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,20002000
532445,"Exide Industries Ltd.,",EXDBBPH,EXDBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532446,Godrej Consumer Products Ltd.,GOCBBPH,GOCBBPH,Delisted,B ,4.0,-, ,Equity,-,-,-,-,
532447,Solvay Pharma India Ltd.,DUPHARPH,SOLVAY PHARMA INDIA LTD.,Delisted,B ,10.0,INE593D01010, ,Equity,-,-,-,-,
532448,Heritage Foods Limited,HERBBPH,HERBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532449,G. G. Dandekar Properties Limited,GGDBBPH,GGDBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532450,Balrampur Chini Mills Ltd.,BLCBBPH,BLCBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532451,Hindalco Industries Ltd.,HNDBBPH,HNDBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532452,South Asian Petrochem Ltd,SAPETRO,SOUTH ASIAN PETROCHEM LTD.,Delisted,B ,10.0,INE801C01019, ,Equity,-,-,-,-,
532453,Blue Star Ltd,BLSBBPH,BLSBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532454,Bharti Airtel  Ltd.,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.0,INE397D01024,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,5624932822
532455,Shalimar Wires Industries Ltd.,SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Active,X ,2.0,INE655D01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,42755123
532456,Compuage Infocom Ltd,COMPINFO,COMPUAGE INFOCOM LTD.,Suspended,Z ,2.0,INE070C01037,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,85768064
532457,Gulshan Polyols Ltd.,GULPOLY,GULSHAN POLYOLS LTD.,Active,B ,1.0,INE255D01024,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,62370586
532458,"IVP Ltd.,",IVPPHBB,IVPPHBB,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532459,FAZE THREE AUTOFAB LIMITED,FAZE3AUTO,Faze Three Autofab Ltd-$,Delisted,XT,10.0,INE207D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,10723207
532460,Ponni Sugars (Erode) Ltd.,PONNIERODE,PONNI SUGARS (ERODE) LTD.,Active,B ,10.0,INE838E01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,8598418
532461,Punjab National Bank,PNB,PUNJAB NATIONAL BANK,Active,A ,2.0,INE160A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,11011015558
532462,Deepak Fertilizers &Petrochemicals,DEEBBPH,DEEBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532463,RSL Textiles (India) Ltd.,RSLTEXTIL,RSL TEXTILES (INDIA) LTD.,Delisted,Z ,10.0,INE259F01013, ,Equity,-,-,-,-,
532464,Ramco Super Leathers Ltd.,RAMCOSUP,RAMCO SUPER LEATHERS LTD.,Delisted,XD,10.0,INE108F01012, ,Equity,-,-,-,-,
532465,Tata Finance Ltd,TAFNCCPEQ,TAFNCCPEQ,Delisted,B ,10.0,IN9265A01035, ,Equity,-,-,-,-,
532466,Oracle Financial Services Software Limited,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.0,INE881D01027,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,86671656
532467,Hazoor Multi Projects Limited,HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,Active,XT,10.0,INE550F01031,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",18659919
532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Limited-$,Active,A ,10.0,INE411F01010,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,32090575
532469,Mather & Platt Pumps Ltd.,MPPLQ,MATHER & PLATT PUMPS LTD.,Delisted,B ,10.0,INE096E01012, ,Equity,-,-,-,-,
532470,Mather & Platt Fire Systems Ltd.,MPFSL,MATHER & PLATT FIRE SYSTEMS LTD.,Suspended,XT,10.0,INE095E01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,170132
532471,"Sirpur Paper Mills Ltd.,",SIRPURBBPH,SIRPURBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532472,Glofame Cotspin Industries Ltd.,GLOFAME,GLOFAME COTSPIN INDUSTRIES LTD.,Delisted,B ,10.0,INE261D01014, ,Equity,-,-,-,-,
532473,Kama Holdings Limited,SRFPOBBPH,SRFPOBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532474,Solitaire Machine Tools Ltd,SOLITARBBPH,SOLITARBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532475,Aptech Ltd.,APTECHT,APTECH LTD.,Active,A ,10.0,INE266F01018,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,57993048
532476,Venky's (India) ltd.,VENPHBB,VENPHBB,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.0,INE692A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,7633605607
532478,United Breweries Ltd.,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.0,INE686F01025,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,264405149
532479,ISMT Limited,ISMTLTD,ISMT LTD.,Active,B ,5.0,INE732F01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,300501383
532480,Allahabad Bank,ALBK,ALLAHABAD BANK,Delisted,B ,10.0,INE428A01015, ,Equity,-,-,-,-,4527481464
532481,Noida Toll Bridge Company Ltd,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,T ,10.0,INE781B01015,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",186195002
532482,Granules India Ltd.,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.0,INE101D01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,242368716
532483,Canara Bank,CANBK,CANARA BANK,Active,A ,10.0,INE476A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,1814130252
532484,Sun Pharmaceutical Industries Ltd.,SUNBBPH,SUNBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532485,Balmer Lawrie Investments Ltd.,BLIL,BALMER LAWRIE INVESTMENTS LTD.,Active,B ,10.0,INE525F01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),22197269
532486,Pokarna Ltd.,POKARNA,POKARNA LTD.,Active,B ,2.0,INE637C01025,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,31004000
532487,ECE Industries Ltd.,ECEINDBBPH,ECEINDBBPH,Delisted,B ,10.0,INE588B01014, ,Equity,-,-,-,-,
532488,Divi's Laboratories Ltd.,DIVISLAB,DIVI'S LABORATORIES LTD.,Active,A ,2.0,INE361B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,265468580
532489,Arvind Products Ltd,ARVINPRO,ARVIND PRODUCTS LTD.,Delisted,B ,10.0,INE764A01013, ,Equity,-,-,-,-,
532490,Rane Engine Valves Ltd.,RANENGIN,RANE ENGINE VALVE LTD.,Delisted,B ,10.0,INE385A01017, ,Equity,-,-,-,-,
532491,ECE Industries Ltd.,ECEIND,ECE INDUSTRIES LTD.-$,Delisted,B ,10.0,INE588B01014, ,Equity,-,-,-,-,
532492,Indo Gulf Fertilisers Limited,INDOGULFFE,INDO GULF FERTILISERS LTD.,Delisted,B ,10.0,INE911F01019, ,Equity,-,-,-,-,
532493,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A ,2.0,INE386C01029,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,94945008
532494,Micro Technologies (India) Ltd.,MICROTECH,MICRO TECHNOLOGIES (INDIA) LTD.-$,Delisted,XT,10.0,INE358B01012, ,Equity,-,-,-,-,
532495,Fine-line Circuits Ltd.,FINLNCBBPH,FINLNCBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532497,Radico Khaitan Ltd.,RADICO,RADICO KHAITAN LTD.,Active,A ,2.0,INE944F01028,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,133715325
532498,Shriram-City Union Finance Ltd.,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Delisted,A ,10.0,INE722A01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),66865983
532500,Maruti Suzuki India  Ltd.,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.0,INE585B01010,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,314402574
532501,Indo Rama Textiles Limited.,INDORAMTX,INDO RAMA TEXTILES LTD.,Delisted,B ,10.0,INE059G01015, ,Equity,-,-,-,-,
532502,Mazda Ltd.,MAZDABBPH,MAZDABBPH,Delisted,Z ,10.0,-, ,Equity,-,-,-,-,
532503,Rajapalayam Mills Limited,RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,Active,X ,10.0,INE296E01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,9220200
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.0,INE048G01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,49564480
532505,UCO Bank,UCOBANK,UCO BANK,Active,A ,10.0,INE691A01018,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,11955958176
532506,Ace Software Exports ltd.,ACESFEXBBPH,ACESFEXBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532507,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,T ,2.0,INE116D01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,197747749
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A ,2.0,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,823434588
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A ,1.0,INE399C01030,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,138460973
532510,"Ashok Leyland Finance Ltd.,",ASLEYF,ASLEYF,Delisted,B ,10.0,IN9251A01019, ,Equity,-,-,-,-,
532511,Excel Crop Care Ltd.,EXCELCROP,EXCEL CROP CARE LTD.,Delisted,B ,5.0,INE223G01017, ,Equity,-,-,-,-,11005630
532512,Mawana Sugars Ltd.,MAWANA,MAWANA SUGARS LTD.,Delisted,B ,10.0,INE255G01019, ,Equity,-,-,-,-,
532513,TVS Electronics Ltd.,TVSELECT,TVS ELECTRONICS LTD.,Active,B ,10.0,INE236G01019,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,18650318
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.0,INE203G01027,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,700000800
532515,T.V.Today Network Limited,TVTODAY,TV TODAY NETWORK LTD.,Active,B ,5.0,INE038F01029,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,59668615
532516,Surya Pharmaceutical Ltd.,SURYAPHARM,SURYA PHARMACEUTICAL LTD.,Delisted,Z ,1.0,INE249G01020, ,Equity,-,-,-,-,
532517,Patni Computer Systems Limited,PATNI,PATNI COMPUTER SYSTEMS LTD.,Delisted,B ,2.0,INE660F01012, ,Equity,-,-,-,-,
532518,Florence Investech Limited,FLORENCE,Florence Investech Limited-$,Delisted,X ,10.0,INE211G01020, ,Equity,-,-,-,-,3328944
532519,JK Sugar Limited,JKSUGAR,JK SUGAR LTD.-$,Delisted,T ,10.0,INE210G01014, ,Equity,-,-,-,-,
532521,Palred Technologies Limited,PALREDTEC,Palred Technologies Limited,Active,T ,10.0,INE218G01033,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,12232566
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Active,A ,10.0,INE347G01014,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,1500000088
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A ,5.0,INE376G01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1200600000
532524,PTC India Ltd,PTC,PTC INDIA LTD.,Active,A ,10.0,INE877F01012,Power Trading,Equity,Utilities,Power,Power,Power Trading,296008321
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10.0,INE457A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,7081373639
532526,Dishman Pharmaceuticals & Chemicals Ltd.,DISHMAN,DISHMAN PHARMACEUTICALS & CHEMICALS LTD.,Delisted,B ,2.0,INE353G01020, ,Equity,-,-,-,-,
532527,ramkrishna forgings Ltd.,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,A ,2.0,INE399G01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,180776179
532528,Datamatics Global Services Limited,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Active,A ,5.0,INE365B01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,59004030
532529,New Delhi Television Limited,NDTV,NEW DELHI TELEVISION LTD.,Active,B ,4.0,INE155G01029,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,64471267
532530,Mastek Limited,MASTEKBBPH,MASTEKBBPH,Delisted,B ,0.0,-, ,Equity,-,-,-,-,
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10.0,INE939A01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,91899714
532532,Jaiprakash Associates Limited,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Active,A ,2.0,INE455F01025,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,2454595640
532533,Avery India Ltd.,AVERYBBPH,AVERYBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532534,Reliance Infrastructure Ltd,RELBBPHY,RELBBPHY,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532535,"Britannia Industries Ltd.,",BRITANIBBPH,BRITANIBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532536,Kojam Fininvest Limited,KOJAM,KOJAM FININVEST LTD.,Delisted,B ,10.0,INE336G01017, ,Equity,-,-,-,-,
532537,Lumax Automotive Systems Ltd.,LUMAXAUTO,LUMAX AUTOMOTIVE SYSTEMS LTD.,Delisted,Z ,10.0,INE547G01019, ,Equity,-,-,-,-,
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.0,INE481G01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,284467032
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Active,A ,2.0,INE405E01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,574094575
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.0,INE467B01029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,3618087518
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10.0,INE591G01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,61820992
532542,Crew B.O.S. Products Ltd.,CREWBOS,CREW B.O.S.PRODUCTS LTD.,Delisted,Z ,10.0,INE514G01019, ,Equity,-,-,-,-,
532543,GP Petroleums Limited,GULFPETRO,GP Petroleums Limited,Active,B ,5.0,INE586G01017,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,50984383
532544,Indiabulls Financial Services Ltd.,IBULLS,INDIABULLS FINANCIAL SERVICES LTD.,Delisted,A ,2.0,INE894F01025, ,Equity,-,-,-,-,
532545,Fresenius Kabi Oncology Limited,FKONCO,FRESENIUS KABI ONCOLOGY LTD.,Delisted,B ,1.0,INE575G01010, ,Equity,-,-,-,-,
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.0,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,222172990
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10.0,INE625G01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,138413810
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A ,10.0,INE733E01010,Power Generation,Equity,Utilities,Power,Power,Power Generation,9696666134
532604,S.A.L. Steel Ltd.,SALSTEEL,S.A.L.STEEL LTD.,Active,T ,10.0,INE658G01014,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,84966700
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Active,A ,2.0,INE927D01044,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,118247132
532606,Parekh Aluminex Ltd.,PARAL,PAREKH ALUMINEX LTD.,Delisted,Z ,10.0,INE620C01013, ,Equity,-,-,-,-,
532607,Ontrack Systems Ltd.,ONTRACK,ONTRACK SYSTEMS LTD.,Delisted,Z ,10.0,INE426B01033, ,Equity,-,-,-,-,
532608,Deccan Chronicle Holdings Ltd.,DCHL,DECCAN CHRONICLE HOLDINGS LTD.,Delisted,Z ,2.0,INE137G01027, ,Equity,-,-,-,-,
532609,Bharati Defence and Infrastructure Ltd,BHARATIDIL,Bharati Defence and Infrastructure Ltd,Suspended,Z ,10.0,INE673G01013,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,50298942
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,A ,1.0,INE366A01041,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,188301470
532611,Reliance Industries Ltd,RILBBPH,RILBBPH,Delisted,B ,10.0,INE002A01018, ,Equity,-,-,-,-,
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Active,A ,2.0,INE873D01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,92182205
532613,VIP Clothing Limited,VIPCLOTHNG,VIP Clothing Ltd,Active,B ,2.0,INE450G01024,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,82596519
532614,Impex Ferro tech Ltd.,IMPEXFERRO,IMPEX FERRO TECH LTD.,Active,T ,10.0,INE691G01015,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,87931604
532615,ETC Network Limited,ETC,ETC NETWORKS LTD.,Delisted,T ,10.0,INE695G01016, ,Equity,-,-,-,-,
532616,Xchanging Solutions Limited,XCHANGING,XCHANGING SOLUTIONS LTD.,Active,B ,10.0,INE692G01013,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,111403716
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z ,10.0,INE802G01018,Airline,Equity,Services,Services,Transport Services,Airline,113597383
532618,Vishal Exports Overseas Ltd.,VISHALEXPO,VISHAL EXPORTS OVERSEAS LTD.,Delisted,B ,1.0,INE167C01023, ,Equity,-,-,-,-,
532619,UTV Software Communications Ltd.,UTVSOF,UTV SOFTWARE COMMUNICATIONS LTD.,Delisted,A ,10.0,INE507B01022, ,Equity,-,-,-,-,
532620,Aegis Logistics Ltd.,AEGISLOGBB,AEGISLOGBB,Delisted,P ,10.0,-, ,Equity,-,-,-,-,
532621,Morarjee Textiles Limited,MORARJEE,MORARJEE TEXTILES LTD.,Suspended,T ,7.0,INE161G01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,36332349
532622,GATEWAY DISTRIPARKS LTD.,GDL,GATEWAY DISTRIPARKS LTD.,Delisted,A ,10.0,INE852F01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,124835908
532623,N.R.International Limited,NRINTER,N.R.INTERNATIONAL LTD.,Suspended,Z ,10.0,INE605F01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,10674395
532624,Jindal Photo Limited,JINDALPHOT,JINDAL PHOTO LTD.,Active,B ,10.0,INE796G01012,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,10258326
532625,FERMENTA BIOTECH LIMITED,DILBBPH,DILBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532626,Pondy Oxides & Chemicals Limited,POCL,PONDY OXIDES & CHEMICALS LTD.,Active,B ,10.0,INE063E01046,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,11624780
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Active,T ,10.0,INE351F01018,Power Generation,Equity,Utilities,Power,Power,Power Generation,6853458827
532628,3i Infotech limited,3IINFOLTD,3I INFOTECH LTD.,Active,B ,10.0,INE748C01038,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,168765902
532629,McNally Bharat Engineering Company Limited,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Active,T ,10.0,INE748A01016,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,211570757
532630,Gokaldas Exports Ltd,GOKEX,GOKALDAS EXPORTS LTD.,Active,A ,5.0,INE887G01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,63382860
532631,Fame India Ltd,FAMEINDIA,FAME INDIA LTD.,Delisted,B ,10.0,INE886G01011, ,Equity,-,-,-,-,
532632,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXOSMBBPH,GLAXOSMBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532633,Allsec Technologies Ltd.,ALLSEC,ALLSEC TECHNOLOGIES LTD.,Active,B ,10.0,INE835G01018,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),15238326
532635,ETC Network Limited,ETCBBPH,ETCBBPH,Delisted,B ,10.0,            , ,Equity,-,-,-,-,
532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.0,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),381548435
532637,Mangalam Drugs and Organics Ltd.,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Active,B ,10.0,INE584F01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,15828248
